id,text,label
400,HEY PLS HELP <SPAN>MY SHIPMENT HAS NOT BEEN DELIVERED.</B></P> HTTPS://EXAMPLE.COM/ACCOUNT THX,delivery
401,I would like to dispute a charge?! 😭,billing
402,🙏 <P>MY PAYMENT WAS PROCESSED TWICE.</SPAN>,billing
403,💳 https://example.com/support <b>... can u explain this charge on my bill?</span>,billing
404,The delievery date has passed!!!! https://shop.example.com/order,delivery
405,hey pls help I am getting an error msg let me know asap,technical
406,can u help <b>My acc has been locked.</div>,account
407,hi pls the search feature is not working. pls check 😢,technical
408,tHE  dELIVERY    datE has    paSsed.,delivery
409,need  help   asap  I   cant  upload    my file. 😡,technical
410,🤦   u  guys    pls help  I    forgot    my    password???    https://shop.example.com/order,account
411,The courier has not delivered my order.,delivery
412,Need heLP ASAP <p>ThE WEbsITE iS NOt LoadInG PRoPErLY?!</sPaN>,technical
413,hi pls I    would like   2   dispute a charge.  💳,billing
414,😤 my accout credentials are not working.,account
415,<P><B>... I CANT REMEMBER MY USERNAME.</SPAN> PLS HELP,account
416,My invoice shows the wrong amount. 🤦,billing
417,i have a problem w/ my latest invoice. pls check,billing
418,The refund amount on my account is incorrect. 💳,billing
419,<p><b>I  foRgoT   MY LGoIN   DETailS!?!</P>   Www.eXAmpLe.Com/heLP tHX    PlS,account
420,The amount on my invoice is incorrect.,billing
421,I need help understanding my latest bill.,billing
422,need help asap The tracking info has not changed??,delivery
423,?? I NEED 2 RESET MY LOGIN INFORMATION. PLS CHECK,account
424,?? MY   SHIPMENT APPEARS    TO    BE    DELAYED!!!! LET ME  KNOW  ASAP,delivery
425,PLS CHECK THE APP FREEZES ON THE LOGIN SCREEN.,technical
426,😩   <b>i    cannot  get  the  website  to work!!!</p>,technical
427,THE COURIER HAS NOT DELIVERED MY ORDER??? HTTPS://EXAMPLE.COM/HELP THX PLS,delivery
428,pls check The amount on my invoice is incorrect.,billing
429,I hAVE a pRoBLem wIth MY lAteSt iNVOICe.,billing
430,??    the website   stopped responding.,technical
431,hi pls I am having trouble signing into the website.,account
432,need help asap https://example.com/help i was charged twice 4 the same purchase. 📦,billing
433,<p><b>The search feature is not working.</div>,technical
434,pls help I keep receiving an error while using the website...,technical
435,... The page keeps showing an error!!!! thx pls,technical
436,WWW.EXAMPLE.COM/HELP <SPAN>... I CANNOT ACCESS MY ACCOUNT.</SPAN>,account
437,u  guys  pls    help i would  like  to  dispute  a   charg,billing
438,😭 <div>I cannot get the website to work!!!</div> let me know asap,technical
439,My    shipment    appears   to be  delayed. https://example.com/account   thx    pls,delivery
440,i  would    like    to dispute   a  charge!!,billing
441,can    u  help    I    cannot upload   my  file???,technical
442,https://shop.example.com/order can u check the status of my delivery? 😡,delivery
443,my acc credentials are not wroking https://example.com/account,account
444,<div>How    can  I change   my email address?</b></p> 🤦,account
445,... why did you charge me an extra $75? let me know asap,billing
446,https://shop.example.com/order   <p>The application    freezes  on the login  screen??</b></p>  thx   pls,technical
447,!!! My invoice shows the wrong amount. let me know asap,billing
448,😭 need help asap the screen goes blank when i open the app??? pls help,technical
449,u guys pls help   !!! How can   I    reset   my   pw!?!,account
450,😢   My    order still  hasn't    arrived?!,delivery
451,www.example.com/help    !!!    i   was   charged even though  my  order   was    cancelled.,billing
452,🤦 hey pls help i cant remember my username...,account
453,My package    seems  to  be  stuck   in   transit.   http://support.example.com    thx,delivery
454,😭    hey  pls   help  ...    I    am   getting    an error  message??,technical
455,Why was I charged $5 4 my order!!!,billing
456,😩 <SPan>?? I cANnoT gEt ThE WeBSItE 2 worK!!</stROng>,technical
457,<b>i am unable to sign in.</div> pls check,account
458,I  was   charged even    though my order   was   cancelled.,billing
459,I    need help  recovering   my account???    thx  📦,account
460,need help asap https://example.com/help <p>My card was charged but the payment failed!?!</b></p> let me know asap,billing
461,can u help https://example.com/help how can i change my email address?,account
462,u guys pls help www.example.com/help Why was I charged $5 4 my order?!,billing
463,<P><B>hoW   CAN    i resEt    My   PaSsWorD?</p>,account
464,🙏 u guys pls help The amount on my invoice is incorrect. thx pls,billing
465,The paymant amount looks wrong.,billing
466,😡    heY plS HELp  <sPAN>I   kEEp   reCEIVINg    AN  eRroR    WhILe  usINg  tHe  wEbisTe</B></P>,technical
467,need   help  asap   <span>The    website   stopped   responding.</b></p>   thx  pls,technical
468,I was charged even though my order was cancelled!!! let me know asap 😭,billing
469,😢 hi pls https://example.com/help <span>... My login is not working!!!</span> pls help,account
470,I don't recognize this charge of $75. plz help,billing
471,🤦 PLS HELP WHEN SHOULD I EXPECT MY PACKAGE?,delivery
472,<div>I cannot access my account...</span>,account
473,?? Can you help me recover my password!!,account
474,😢    HTTPS://SHOP.EXAMPLE.COM/ORDER    MY ORDER WAS    EXPECTED    TODAY  BUT    HASN'T   ARRIVED.,delivery
475,can u help <p>My order was expected today but hasn't arrived.</div>,delivery
476,hi pls I need to update my account info thx pls 😩,account
477,NEED HELP ASAP I AM UNABLE 2 ACCESS MY PROFILE.,account
478,PLS CHECK HTTPS://SHOP.EXAMPLE.COM/ORDER <B>THE SYSTEM IS EXTREMELY SLOW??</STRONG> CAN U CHECK,technical
479,plz help there is an incorrect charge on my acc???,billing
480,I am unable to sign in?!,account
481,!!! my accont is locked. www.example.com/help pls check,account
482,My   account is   locked?! https://shop.example.com/order,account
483,😭 <b>?? tHe APP Keeps CRASHiG</b>,technical
484,HEY PLS HELP I AM STILL WAITING 4 MY SHIPMENT. 😢,delivery
485,can you check the status of my delivery?,delivery
486,😤 pls help https://example.com/help I was charaged even though my order was cancelled.,billing
487,hi pls <p>can u check the status of my delivery!!!!</span>,delivery
488,😢    hTtPs://exampLE.COM/SUPPORt    thE   sCReEn    GOeS   BLANK    wHEn    I OpEn    the    aPp???,technical
489,😕 <span>I cannot log into my account!!!!</b>,account
490,I forgot my login details?!,account
491,I don't recognize this charge of $25...,billing
492,my ORDer sTill HaSN't arriveD.,delivery
493,plz help https://shop.example.com/order !!! Why can't I sign into my account??? 🤦,account
494,😭 u guys pls help !!! The application is freezing repeatedly. plz help,technical
495,<P><B>?? THE SYSTEM IS EXTREMELY SLOW.</B></P> PLS HELP,technical
496,pls check <p><b>i have been waiting 4 my order 4 several days.</strong> www.example.com/help,delivery
497,😕 My account is locked. pls check,account
498,😭 hi    pls   The    system    is extremely    slow??? can    u  check,technical
499,hi pls <span>?? I cannot log into my acount!?!</p>,account
500,The websit stopped responding!! 😩,technical
501,PLS    HELP   THERE  IS   A  DUPLICATE PAYMNET   ON MY  ACCOUNT. PLS    HELP,billing
502,<p>my order still hasn't arrived.</div> pls check,delivery
503,HEY    PLS    HELP    THE  APP   CRASHES    WHENEVER  I   TRY   2  PLACE  AN ORDER?!  CAN   U   CHECK 😕,technical
504,<p>The package was supposed to arrive yesterday.</b>,delivery
505,<strong>Where is my order?</b> plz help,delivery
506,🤦   HI  PLS  WHY  CAN'T   I  SIGN   INTO  MY ACCOUNT!!!!  HTTPS://EXAMPLE.COM/SUPPORT,account
507,😡 ... CAN YOU EXPLAIN THIS CHARGE ON MY BILL??,billing
508,The webIsTE StOpPED reSpondiNG.,technical
509,need help asap <b>Why can't I sign into my acount...</p> can u check,account
510,plz HELp <B>?? the apP StoPS WORkinG whENeVER i oPen it!!!</P> htTPs://EXaMPlE.COm/hElP leT mE KNoW asaP,technical
511,PLS CHECK !!! THERE IS A DUPLICATE PAYMENT ON MY ACCOUNT?? PLS CHECK,billing
512,🤦 hey Pls hElP <b>... My SHipMEnt hAS NoT BeeN dELiVEred.</b></p>,delivery
513,🙏 the website gives me an error every time... https://shop.example.com/order,technical
514,😩  U GUYS PLS   HELP   HTTP://SUPPORT.EXAMPLE.COM    THERE    IS   AN    INCORRECT  CHARG  ON    MY    ACCOUNT??,billing
515,CAN YOU HELP ME RECOVER MY PWD...,account
516,hTtPs://exAMPLe.COm/help <P>... tHE PaYmENt AMoUnT  lOOKS WroNG.</p>,billing
517,<P><B>hOw CAn i  ResEt   my   pW</StROng>,account
518,pls    help  Something   is   wrong  with    the  application???    thx,technical
519,https://example.com/account can u tell me when my package will arrive?,delivery
520,💳 can u help https://example.com/support <p><b>How can I change my email addres???</span>,account
521,Why   is there    an   additional fee on   my bill?  😕,billing
522,plz help ... i forgot my password. let me know asap,account
523,WWW.EXAMPLE.COM/HELP ?? I CANT GET THE WEBSITE TO WORK!!! THX,technical
524,I   cannot    access   my acc  can u check,account
525,HEy PLS helP hTTPS://ShoP.exAmpLE.cOm/OrdER !!! i KeEP ReCeIVINg aN ERROR WHILE usiNg tHe wEbsITe.,technical
526,<span>?? My payment was processed twice.</strong>,billing
527,plz   help   I   forgot my   loign  details???,account
528,😢 <span>I was charged even though my order was cancelled!!!</p>,billing
529,😕 pls check The tracking information has not changed!! https://shop.example.com/order,delivery
530,https://example.com/support The website is not loading properly.,technical
531,<p>Can    you    explain   this    charg  on  my   bill?</b>,billing
532,pls  check   How  can    I    change my email   addres? thx,account
533,can u help why is there an additional fee on my bill... thx,billing
534,<p><b>Can you explain this charge on my bill...</p>,billing
535,<b>... I cant log into my account.</b>,account
536,<b>My shipmnt appears 2 be delayed...</div>,delivery
537,My pacage has not arrived yet. https://example.com/support,delivery
538,<Div>HoW Can I reSeT my pAsswOrD??</diV>,account
539,U guys PLS helP hTTpS://ExaMPlE.COM/HeLp <div>the TrACkiNG iNfoRMaTioN HaS noT chAngeD!?!</diV>,delivery
540,The website    stopped responding.  thx  pls,technical
541,WWW.EXAMPLE.COM/HELP <P><B>!!! MY ORDER WAS EXPECTED 2DAY BUT HASN'T ARRIVED.</B>,delivery
542,<p><b>my delivery is late.</b>,delivery
543,😩 hi pls why was i charged $50 for my order!!,billing
544,<b>Can u check the status of my delivery?</p> thx,delivery
545,pls check The amount on my invoice is incorrect. 😭,billing
546,U GUYS PLS HELP <P><B>MY CARD WAS CHARAGED BUT THE PAYMENT FAILED!!!!</B></P> CAN U CHECK,billing
547,<STRONG>THE PAGE KEEPS SHOWING AN EROR</P> 😩,technical
548,U GUYS PLS HELP HTTPS://SHOP.EXAMPLE.COM/ORDER <STRONG>!!! WHERE IS MY ORDER?</B></P>,delivery
549,HTTPS://EXAMPLE.COM/HELP   <P><B>!!! I HAVE   A    PROBLEM    WITH  MY   LATEST  INOVICE</STRONG>,billing
550,hi  pls   There    is    an    incorrect charg on   my    accout??  www.example.com/help    🤦,billing
551,The courier has not delivered my order?!,delivery
552,hey   pls  help  <p>...   The  website gives  me  an  error    every  time.</div>,technical
553,<p><b>I am unable to sign in.</span>,account
554,can u help !!! I need 2 reset my login information!!,account
555,HtTp://sUPpoRt.eXaMPLE.cOM  <spaN>thE  sySTem  IS    extReMElY  SloW.</StRONG> LeT   me   KnoW aSaP,technical
556,plz help The app suddenly closes by itself.,technical
557,💳  !!!    I  need help   recovering my   account!!!!,account
558,<B>?? THERE IS A DUPLICATE PAYMENT ON MY ACC?!</B> HTTPS://EXAMPLE.COM/ACCOUNT,billing
559,<DIV>WHY CAN'T I SIGN INTO MY ACCOUNT?!</STRONG>,account
560,<span>!!! The search feature is not working.</p>,technical
561,MY SHIPMENT APPEARS 2 BE DELAYED. LET ME KNOW ASAP,delivery
562,WHY DID YOU CHARGE ME AN EXTRA $50!!!!,billing
563,hey pls help http://support.example.com <strong>How do I change my passwrod???</b>,account
564,u guys pls help <span>I am still waiting for my shipment!!!!</span> can u check,delivery
565,THE    WEBSITE  IS    NOT   LOADING PROPERLY. WWW.EXAMPLE.COM/HELP,technical
566,U GUYS PLS HELP I WAS CHARGED EVEN THOUGH MY ORDER WAS CANCELLED.,billing
567,hey pls help My login is not wroking!!!!,account
568,😡 THE SCREEN GOES BLANK WHEN I OPEN THE APP??? HTTPS://EXAMPLE.COM/SUPPORT,technical
569,THERE  IS   AN INCORRECT  CHARGE    ON MY ACCT!!   THX PLS    🙏,billing
570,can u help <span>... The website gives me an error every time.</b></p>,technical
571,pls help How can I change my email address!?!,account
572,<p><b>the system is not responding to my requests!!!!</strong> 😢,technical
573,🙏  I    FORGOT    MY   LGOIN DETAILS!!!!  HTTP://SUPPORT.EXAMPLE.COM,account
574,<STRONG>!!! THE SEARCH FEATURE IS NOT WORKING.</STRONG> 💳,technical
575,http://support.example.com <b>My delivery is late.</b></p>,delivery
576,😩 The page keeps showing an error. pls help,technical
577,😡 My delivary is late?!,delivery
578,I don't recognize this chage of $120. 🙏,billing
579,The amount on my invoice is incorrect!?! https://example.com/account,billing
580,hey   pls help    The   app freezes  on  the  login    screen.,technical
581,HEY PLS HELP <STRONG>I FORGOT MY PASSWORD???</DIV> WWW.EXAMPLE.COM/HELP,account
582,PLZ HELP I CANNOT UPLOAD MY FILE. WWW.EXAMPLE.COM/HELP,technical
583,<span>i am unable to sign in...</div>,account
584,💳 pls help <p><b>the app stops working whenever i open it??</b> let me know asap,technical
585,hey pls help <p>... Can you help me recover my password?</p>,account
586,😭 NEED HELP ASAP I CANNOT UPLOAD MY FILE. THX PLS,technical
587,hey pls help My shipment appears to be delayed.,delivery
588,My account has been locked. https://shop.example.com/order pls help,account
589,🤦 ?? My order still hasn't arrived??,delivery
590,plz help ?? my shipment appears 2 be delayed??? pls help,delivery
591,plz help My package has not arrived yet... let me know asap,delivery
592,The   amount   on   my    invoice    is   incorrect.    plz   help,billing
593,<p>My package seems to be stuck in transit??</b> https://example.com/support 😕,delivery
594,can   u   help    My    pakage    has   not  arrvied yet...  📦,delivery
595,Why was I charged $10 4 my order?,billing
596,😩 pls help why did u charge me an extra $20? thx pls,billing
597,I need helppp understanding my latest bill.,billing
598,https://example.com/support I have been waiting 4 my order 4 several days. 😩,delivery
599,😡 hi  pls <b>!!!    The package was   supposed 2  arrive  yesterday.</b></p>,delivery
600,need help asap <div>I cannot remember my usernme</div>,account
601,PlS hELP MY LOGIn is nOT woRkInG. can u CHecK 😤,account
602,NEED HELP ASAP I AM STILL WAITING 4 MY SHIPMENT.,delivery
603,<span>...    I was    charged   even   though my   order was   cancelled.</p>,billing
604,https://example.com/support <strong>whyy is there an additional fee on my bill???</b> can u check,billing
605,Hi pls HoW Can i reSEt mY Pwd,account
606,pls check ?? I am getting an error msg thx,technical
607,<StrONg>theRE  is   An  iNcORRECT   charge  ON    My   acCOUnt.</P> 😕,billing
608,need help asap    http://support.example.com <p>The    website stopped  responding!!!!</strong>    😤,technical
609,<STRONG>WHY CAN'T I SIGN INTO MY ACCT!!</DIV> WWW.EXAMPLE.COM/HELP,account
610,<b>?? How can I reset my pwd</p> www.example.com/help,account
611,The website stopped responding!?! http://support.example.com,technical
612,My shipment has not been delivered?!,delivery
613,🙏 need help asap My package has not arrived yet!?!,delivery
614,my    acC    cReDentIAlS   ArE    nOt    wOrKing.,account
615,😢 pls check I cant upload my file. thx pls,technical
616,🤦 need help    asap   <span>I need    help   understanding my latest   bill.</strong>  pls   check,billing
617,😭 <B>PLEASE CHECK MY RECENT TRANSACTION.</P> HTTPS://EXAMPLE.COM/SUPPORT PLZ HELP,billing
618,<span>?? Can you help me recover my password?</strong>,account
619,?? i am unable to access my profile!!,account
620,u gUYs PlS help <P>mY ordER stIll HASN'T ARIvEd</sPaN> ThX,delivery
621,PlZ HeLP The sEaRCh FEaTURe Is NoT WORKIng.,technical
622,<div>My acct has been locked.</p> can u check,account
623,😭 Hey PlS helP i fOrgot My login deTaiLS...,account
624,HTTPS://EXAMPLE.COM/ACCOUNT  THE APP    FREEZES ON   THE    LOGIN SCREEN.,technical
625,PLS CHECK !!! I WAS CHARGED TWICE 4 THE SAME PURCHASE!?!,billing
626,!!! The system is extremely slow!!,technical
627,hi pls https://example.com/support pleae check my recent transaction!!! 📦,billing
628,hi  pls    <div>I am  having  trouble signing    into    the  webiste!!</div> 😡,account
629,🙏 <P><B>I  NEED    HELP    RECOVERING    MY   ACCOUNT!!</STRONG>,account
630,WHY dID YoU CharGe ME AN ExTRA $150!!!,billing
631,plz help   ?? The    refund amount   on  my acc is  incorrect.,billing
632,😢 u GuYS pls HeLP cAN YOu ExpLAiN ThIS cHArGe On My BiLL?,billing
633,pls help https://shop.example.com/order  ??  there  is    an    incorrect charge   on my   account.    pls    help 😤,billing
634,HeY   pLs HeLP    !!! thE DElIVERy   Is tAKING tOO    LOnG.    tHx    pls,delivery
635,😡    <p><b>The tracking   information    has    not  changed.</b></p>,delivery
636,why can't i sign into my acc http://support.example.com plz help 😤,account
637,My payment was processed twice??? plz help,billing
638,www.example.com/help   <div>i    am  getting  an erro  message...</p>,technical
639,can u help the tracking info has not changed?? plz help 💳,delivery
640,<div>The delivery date   has    passed!!!</span>  pls  help,delivery
641,?? THE DELIVERY DATE HAS PASSED!!,delivery
642,the search feature is not working?? 🙏,technical
643,https://example.com/account ... why is there an additional fee on my bill!!!,billing
644,nEEd heLP ASAP why cAn't i siGN iNtO my accT,account
645,🙏 <strong>?? I am having trouble signing into the website.</span> www.example.com/help,account
646,I WAS CHARGED TWICE FOR THE SAME PURCHASE??? THX 😢,billing
647,... The  website   stopped responding.  plz  help,technical
648,?? The application is freezing repeatedly.,technical
649,I  have  a  prob   with my latest   invioce!!!,billing
650,😕 can u help <strong>I cannot access my account.</strong> http://support.example.com let me know asap,account
651,<B>!!! I wAs bILLed MoRe thAn i eXPecteD.</sPaN> 😩,billing
652,the delivery date has passed. www.example.com/help,delivery
653,can u help ... When should I expect my package? https://shop.example.com/order,delivery
654,need   help  asap  <b>The   application keeps   crashing!!</strong>  https://shop.example.com/order    pls check,technical
655,How can  I    change  my  email  address?    www.example.com/help,account
656,!!! I was charged even though my order was cancelled!! can u check,billing
657,https://shop.example.com/order ...  when    should   i expect    my    package!!!!   thx  pls,delivery
658,I cannot upload my file. pls check,technical
659,<div>... The    screen  goes blank    when    I  open    the app??</span>   😤,technical
660,I AM HAVING A TECHNICAL PROBLEM WITH THE APPLICATION??? THX,technical
661,THE DELIVERY DATE HAS PASSED!!,delivery
662,😭 HTtps://SHOp.EXaMpLe.coM/ORdeR mY ACcT iS lockED.,account
663,the   reFun aMoUnT    ON   My AccouNT    IS   inCOrREct...,billing
664,hi pls my shippment has not been delivered. can u check 💳,delivery
665,plz help The application keeps crashing.,technical
666,cAn u hElp I wouLd lIkE 2 dIsPute A CHAGE LEt me KNoW Asap,billing
667,<b>there is an incorrect charge on my acc</b></p> https://example.com/support thx pls,billing
668,💳 pls check <strong>my paymnet was processed twice???</p> http://support.example.com,billing
669,📦 ... THE SYSTEM IS EXTREMELY SLOW. HTTP://SUPPORT.EXAMPLE.COM PLS HELP,technical
670,💳 HEY  PLS    HELP <DIV>WHEN   SHOULD    I   EXPECT    MY PACKAGE?</B>,delivery
671,tHeRe    iS    An  iNCOrRecT  chARage    on my   acCout,billing
672,can   u help <p>The   screen    goes  blank when  I   open   the    app!!</div>,technical
673,<DIV>... I WAS CHARGED TWICE 4 THE SAME PURCHASE.</P> PLS HELP,billing
674,HEY PLS HELP THERE IS A DUPLICATE PAYMENT ON MY ACCOUNT. THX,billing
675,PLS    CHECK  HTTPS://EXAMPLE.COM/ACCOUNT    ??    HOW    CAN  I   RESET MY  PW!!!!,account
676,i need to update my account info 😡,account
677,<p><b>the page keeps showing an error.</strong>,technical
678,U GUYS PLS HELP THE DELIVERY DATE HAS PASSED. CAN U CHECK,delivery
679,!!! when should i expect my package!?!,delivery
680,HTTPS://SHOP.EXAMPLE.COM/ORDER   <DIV>??  I   AM  STILL WAITING    FOR   MY SHIPMENT.</P>    😡,delivery
681,I cant log into my account.,account
682,HEY PLS    HELP HTTPS://EXAMPLE.COM/HELP  <SPAN>??   MY    LOGIN IS    NOT    WORKING!!!</B></P>,account
683,...   I kEep  REceiving  aN ErROr  WHILe UsIng ThE   websiTe.  thX  PLS 😩,technical
684,I cant remember my username.,account
685,u guys pls help https://shop.example.com/order The system is not responding 2 my requests!!!! thx 😡,technical
686,<spaN>I CaNnot lOG intO My ACCOunT.</StroNG> 😕,account
687,<p><b>how do i change my password?!</div> https://shop.example.com/order,account
688,HEY PLS HELP <P><B>... WHY IS THERE AN ADDITIONAL FEE ON MY BILL?</STRONG> CAN U CHECK 😭,billing
689,<p><b>My payment was processed  twice!!!!</span>  🤦,billing
690,The app stops working whenever I open it.,technical
691,<P><B>?? THE REFUND AMOUNT ON MY ACCOUT IS INCORRECT.</DIV> LET ME KNOW ASAP,billing
692,my account has been locked.,account
693,pls help <p>where is my order???</b></p> let me know asap,delivery
694,can u help I am still waiting for my shipment. plz help,delivery
695,HTTPS://SHOP.EXAMPLE.COM/ORDER HOW CAN I RESET MY PASSORD!!!,account
696,😡 HEY PLS HELP I AM HAVING A TECHNICAL PROBLEM W/ THE APLICATION PLS HELP,technical
697,<b>The system is not responding to my requests...</p>,technical
698,🤦  U  GuyS   plS   hElP  ThE  APPlICAtiON freeZES   oN tHe   lGOiN    SCrEEn.,technical
699,<p>!!!   How    do I change   my password?</div>,account
700,<B>WhERe iS My oRDER?</stRong>,delivery
701,🤦 <p>MY acCounT is LoCkED.</div>,account
702,😕   hey pls  help  <p>...  why    can't  i    sign    into my    account?</b>,account
703,🙏 https://shop.example.com/order ?? The app stops wroking whenever I open it.,technical
704,🙏 htTPs://exaMpLe.cOm/AccouNt !!! tHe AMOUNt ON My invoCe iS InCOrreCT. CAN U Check,billing
705,I  am  still  waiting for  my  shipment!?!   thx 🙏,delivery
706,MY LoGiN is NOT workinG.,account
707,🙏 can u help can you tell me when my package will arrive?,delivery
708,... I am still waiting for my shipment.,delivery
709,There is an incorrect charge on my acc... 😕,billing
710,<span>The refund amount on my account is incorrect.</b></p> 😤,billing
711,😩    i  cant  get   the websit 2    work.    let   me know asap,technical
712,😡 <p>i have a problem with my latest invioce</div>,billing
713,😕 !!! thERe Is A duplIcAte PAYMANt oN my aCct,billing
714,<b>I am unable 2 access my profile!!!!</b></p> 🤦,account
715,The delivery  date   has passed.   https://shop.example.com/order,delivery
716,The app suddenly closes by itself!!!! 💳,technical
717,🙏 i HavE noT ReCeIVEd mY DelivErY.,delivery
718,hey    plS  hElP   ThE  ScreeN   GOeS blaNK wHEn  i    Open    THE  App.,technical
719,<DiV>I DOn'T RECOGNize thIS Charge OF $25.</SPaN> plS HELP 📦,billing
720,https://shop.example.com/order I am having trouble signing into the website.,account
721,<DIV>WHY WAS I CHARGED $35 FOR MY ORDER!?!</P> HTTPS://EXAMPLE.COM/SUPPORT,billing
722,<strong>i have  not   received   my  delivery??</strong>  https://example.com/help thx  pls,delivery
723,can  u    help Where  is   my order!!!,delivery
724,i am having a technical prob w/ the application.,technical
725,!!! how do i change my password!!!!,account
726,pls help The system is not responding 2 my requests. 😤,technical
727,hi pls !!! i AM sTIll WAItINg FOR my sHipmENt.,delivery
728,... i am having trouble signing into the website.,account
729,https://example.com/support The    system  is extremely   slow.,technical
730,😭 !!! i was charged twice for the same purchase.,billing
731,My delivery is late!! https://example.com/support 😤,delivery
732,I NEED HELP UNDERSTANDING MY LATEST BILL. LET ME KNOW ASAP,billing
733,thE  aPpLiCAtION    FREeZES    ON  The    LGOin   sCrEEN?!  caN   U   cHECk,technical
734,pls   hELP  ...   pls  cHECk    mY    rEcent tRaNsactIoN. thX pLS,billing
735,I was charged even though my order was cancelled.,billing
736,https://example.com/account   !!!    plz   check my recent    transaction.,billing
737,Can u check the status of my delivery?? http://support.example.com,delivery
738,can    u help    The   app  crashes whenever    I try to    place   an order!!!!,technical
739,pls help THe App crAShEs whENEvER I trY tO plAce An ORder.,technical
740,hey pls help https://example.com/help can you explain this charge on my bill???,billing
741,Pls HElp <b>i CaNt aCceSS my aCCONT</STROng> 😡,account
742,🤦   HTTP://SUPPORT.EXAMPLE.COM    I   WOULD    LIKE TO   DISPUTE   A  CHARGE.    THX,billing
743,https://example.com/account I cannot remember my username!!!! thx,account
744,My card was charged but the payment failed??,billing
745,i have not received my delivery. 🤦,delivery
746,The  courier   has    not delivered my   order!!  pls  check,delivery
747,<p><b>My account has been locked???</strong> let me know asap,account
748,😩 u guys pls help ... the delivery is taking too long.,delivery
749,I cannot get the website to work. 😢,technical
750,😢    My    delievery    is late.,delivery
751,😤 hi pls ?? the app crashes whenever i try 2 place an order!!!,technical
752,hey pls help the app crashes whenever i try to place an order. 🙏,technical
753,neEd HeLP aSap !!! mY pACkaGe HaS NoT arRIvED yet.,delivery
754,The   app  stops working   whenever   I   open   it???,technical
755,can u help    My  shipment   has   not been   delivered!?!,delivery
756,My card was charaged but the payment failed...,billing
757,<strong>I  was billed    more    than  I   expected!!!</div>,billing
758,Hi   PLs WhY  IS    theRe  An    addiTIOnal   FEE On    mY   biLL?? can    u  cHecK,billing
759,CaN U HelP ThE apP sUDDenlY clOseS bY iTSELF.,technical
760,u  GUYs  PLS   hElp  THe PayMENT  AMoUnT loOKS    wRong.,billing
761,😭   HTTpS://eXaMPle.com/SuPpoRt   <B>??  MY    CARD  wAS   ChArGED    bUt thE PaYment    FAILED?!</B>  CaN   U    chECk,billing
762,<sTRONg>!!!  i    WouLd    lIKe   To  DIspUtE    a chArge!?!</b></P>    can    U   cHecK,billing
763,<b>!!! I would like 2 dispute a charge...</strong> thx,billing
764,U GUYS PLS HELP THE TRACKING INFO HAS NOT CHANGED!!! PLS CHECK,delivery
765,😭 THE REFUN AMOUNT ON MY ACCT IS INCORRECT?? LET ME KNOW ASAP,billing
766,😩  nEED    HElp  AsAp !!!  caN you    eXPlaiN  THiS    cHArGe    ON MY  BILl!?!,billing
767,<STRONG>?? MY ACCOUNT HAS BEEN LOCKED.</SPAN> PLS CHECK,account
768,My order still hasn't arrived.,delivery
769,Why did u charge me an extra $100?? pls help,billing
770,<div>whyyy can't I sign into my account!!!</div> https://example.com/help,account
771,My package has not arrived yet. can u check,delivery
772,need help asap My package seems to be stuck in transit.,delivery
773,My card was charged but the payment failed?! https://example.com/help can u check,billing
774,... How can I change my email address?,account
775,u guys pls help <b>The app suddenly closes by itself.</strong> 🤦,technical
776,📦 ... MY LOGIN IS NOT WORKING.,account
777,plz help <span>My order still hasn't arived</b> can u check,delivery
778,😡 mY dELIVEry is late.,delivery
779,cAN   U    HElP  ??    tHe  dEliveRy daTE    haS  pASSed.,delivery
780,<span>?? the website gives me an error every time.</span> https://example.com/account plz help 🤦,technical
781,pls check How do I change my pwd,account
782,😤 u guys pls help <b>Something is wrong with the aplication</b></p>,technical
783,📦 ?? The app freezes on the logn screen!!! thx pls,technical
784,www.example.com/help   The  tracking    information    has  not  changed??,delivery
785,💳    !!!    I NEED  HELP RECOVERING    MY ACCT?!,account
786,hTTpS://EXAMPLe.coM/HElp hOw Can i REset mY paSSWoRd?,account
787,<p><b>My    acc   is locked.</p> can u   check   😭,account
788,pLs HeLP PLEaSe ChEck My receNt trANsacTIon.,billing
789,Can you check the status of my delivery? 😤,delivery
790,😩 U GUYS pLS hELp I WAS biLlEd mOrE ThAn I expEctEd... HttPs://EXaMple.coM/acCOunT,billing
791,...  The system    is   extremely  slow!!,technical
792,i aM gettING An Error MESSAGe... 🙏,technical
793,plz  help  https://example.com/support    !!!  My  invioce   shows   the    wrong  amount?!,billing
794,need    help asap <p><b>...  The  amount  on  my    invioce   is   incorrect.</p>    pls  check,billing
795,The application is freezing repeatedly?!,technical
796,!!!   CAN YOU   EXPLAIN    THIS  CHARG    ON   MY   BILL?,billing
797,😡 pls check !!! The screen goes blank when I open the app. can u check,technical
798,pLS  HElp <DIv>!!!   ThE  trAcKinG    iNfOrMaTIOn    HAs   noT    chanGEd.</Div>    hTTp://SupporT.examPLE.Com,delivery
799,PLS CHECK HOW CAN I CHANGE MY EMAIL ADDRESS?,account
800,WHY IS TheRe aN adDITIONAl fEe oN my BIll?,billing
801,<span>?? My order was expected today but hasn't arrived?!</div> plz help,delivery
802,can you tell me when my package will arrive?,delivery
803,... why  is    there an   additional fee   on my    bill?,billing
